file,label,group,set
new_dataset_raw\Dry\images (21)_resized_rotated_90_flipped_horizontal.jpg,dry,images (21),val
new_dataset_raw\Dry\images (21)_resized_rotated_90_flipped_vertical.jpg,dry,images (21),val
new_dataset_raw\Dry\images (28)_resized_resized.jpg,dry,images (28),val
new_dataset_raw\Dry\images (28)_resized_rotated_180_flipped_horizontal.jpg,dry,images (28),val
new_dataset_raw\Dry\images (28)_resized_rotated_180_flipped_vertical.jpg,dry,images (28),val
new_dataset_raw\Dry\images (28)_resized_rotated_90.jpg,dry,images (28),val
new_dataset_raw\Dry\images (28)_resized_rotated_90_flipped_horizontal.jpg,dry,images (28),val
new_dataset_raw\Dry\images (28)_resized_rotated_90_flipped_vertical.jpg,dry,images (28),val
new_dataset_raw\Dry\images (34)_resized_flipped_vertical.jpg,dry,images (34),val
new_dataset_raw\Dry\images (34)_resized_resized.jpg,dry,images (34),val
new_dataset_raw\Dry\images (34)_resized_rotated_180.jpg,dry,images (34),val
new_dataset_raw\Dry\images (34)_resized_rotated_180_flipped_horizontal.jpg,dry,images (34),val
new_dataset_raw\Dry\images (34)_resized_rotated_180_flipped_vertical.jpg,dry,images (34),val
new_dataset_raw\Dry\images (34)_resized_rotated_90.jpg,dry,images (34),val
new_dataset_raw\Dry\images (34)_resized_rotated_90_flipped_horizontal.jpg,dry,images (34),val
new_dataset_raw\Dry\images (34)_resized_rotated_90_flipped_vertical.jpg,dry,images (34),val
new_dataset_raw\Dry\images (6)_resized_flipped_vertical.jpg,dry,images (6),val
new_dataset_raw\Dry\images (6)_resized_resized.jpg,dry,images (6),val
new_dataset_raw\Dry\images (6)_resized_rotated_180.jpg,dry,images (6),val
new_dataset_raw\Dry\images (6)_resized_rotated_180_flipped_horizontal.jpg,dry,images (6),val
new_dataset_raw\Dry\images (6)_resized_rotated_180_flipped_vertical.jpg,dry,images (6),val
new_dataset_raw\Dry\images (6)_resized_rotated_90.jpg,dry,images (6),val
new_dataset_raw\Dry\images (6)_resized_rotated_90_flipped_horizontal.jpg,dry,images (6),val
new_dataset_raw\Dry\images (6)_resized_rotated_90_flipped_vertical.jpg,dry,images (6),val
new_dataset_raw\Dry\istockphoto-467680200-612x612_resized_flipped_horizontal.jpg,dry,istockphoto-467680200-612x612,val
new_dataset_raw\Dry\istockphoto-467680200-612x612_resized_flipped_vertical.jpg,dry,istockphoto-467680200-612x612,val
new_dataset_raw\Dry\istockphoto-467680200-612x612_resized_resized.jpg,dry,istockphoto-467680200-612x612,val
new_dataset_raw\Dry\istockphoto-467680200-612x612_resized_rotated_180.jpg,dry,istockphoto-467680200-612x612,val
new_dataset_raw\Dry\istockphoto-467680200-612x612_resized_rotated_180_flipped_horizontal.jpg,dry,istockphoto-467680200-612x612,val
new_dataset_raw\Dry\istockphoto-467680200-612x612_resized_rotated_180_flipped_vertical.jpg,dry,istockphoto-467680200-612x612,val
new_dataset_raw\Dry\istockphoto-467680200-612x612_resized_rotated_90.jpg,dry,istockphoto-467680200-612x612,val
new_dataset_raw\Normal\image_108.jpg,normal,image_108,val
new_dataset_raw\Normal\image_109.jpg,normal,image_109,val
new_dataset_raw\Normal\image_124.jpg,normal,image_124,val
new_dataset_raw\Normal\image_143.jpg,normal,image_143,val
new_dataset_raw\Normal\image_144.jpg,normal,image_144,val
new_dataset_raw\Normal\image_172.jpg,normal,image_172,val
new_dataset_raw\Normal\image_178.jpg,normal,image_178,val
new_dataset_raw\Normal\image_18.jpg,normal,image_18,val
new_dataset_raw\Normal\image_185.jpg,normal,image_185,val
new_dataset_raw\Normal\image_191.jpg,normal,image_191,val
new_dataset_raw\Normal\image_23.jpg,normal,image_23,val
new_dataset_raw\Normal\image_237.jpg,normal,image_237,val
new_dataset_raw\Normal\image_242.jpg,normal,image_242,val
new_dataset_raw\Normal\image_245.jpg,normal,image_245,val
new_dataset_raw\Normal\image_255.jpg,normal,image_255,val
new_dataset_raw\Normal\image_260.jpg,normal,image_260,val
new_dataset_raw\Normal\image_265.jpg,normal,image_265,val
new_dataset_raw\Normal\image_268.jpg,normal,image_268,val
new_dataset_raw\Normal\image_280.jpg,normal,image_280,val
new_dataset_raw\Normal\image_291.jpg,normal,image_291,val
new_dataset_raw\Normal\image_292.jpg,normal,image_292,val
new_dataset_raw\Normal\image_295.jpg,normal,image_295,val
new_dataset_raw\Normal\image_302.jpg,normal,image_302,val
new_dataset_raw\Normal\image_310.jpg,normal,image_310,val
new_dataset_raw\Normal\image_343.jpg,normal,image_343,val
new_dataset_raw\Normal\image_347.jpg,normal,image_347,val
new_dataset_raw\Normal\image_349.jpg,normal,image_349,val
new_dataset_raw\Normal\image_353.jpg,normal,image_353,val
new_dataset_raw\Normal\image_354.jpg,normal,image_354,val
new_dataset_raw\Normal\image_384.jpg,normal,image_384,val
new_dataset_raw\Normal\image_399.jpg,normal,image_399,val
new_dataset_raw\Normal\image_415.jpg,normal,image_415,val
new_dataset_raw\Normal\image_42.jpg,normal,image_42,val
new_dataset_raw\Normal\image_427.jpg,normal,image_427,val
new_dataset_raw\Normal\image_43.jpg,normal,image_43,val
new_dataset_raw\Normal\image_439.jpg,normal,image_439,val
new_dataset_raw\Normal\image_446.jpg,normal,image_446,val
new_dataset_raw\Normal\image_449.jpg,normal,image_449,val
new_dataset_raw\Normal\image_467.jpg,normal,image_467,val
new_dataset_raw\Normal\image_477.jpg,normal,image_477,val
new_dataset_raw\Normal\image_479.jpg,normal,image_479,val
new_dataset_raw\Normal\image_483.jpg,normal,image_483,val
new_dataset_raw\Normal\image_485.jpg,normal,image_485,val
new_dataset_raw\Normal\image_491.jpg,normal,image_491,val
new_dataset_raw\Normal\image_493.jpg,normal,image_493,val
new_dataset_raw\Normal\image_66.jpg,normal,image_66,val
new_dataset_raw\Normal\image_72.jpg,normal,image_72,val
new_dataset_raw\Normal\image_89.jpg,normal,image_89,val
new_dataset_raw\Oily\c111_resized_flipped_horizontal.jpg,oily,c111,val
new_dataset_raw\Oily\c111_resized_flipped_vertical.jpg,oily,c111,val
new_dataset_raw\Oily\c111_resized_resized.jpg,oily,c111,val
new_dataset_raw\Oily\c111_resized_rotated_180_flipped_horizontal.jpg,oily,c111,val
new_dataset_raw\Oily\c111_resized_rotated_180_flipped_vertical.jpg,oily,c111,val
new_dataset_raw\Oily\c111_resized_rotated_90.jpg,oily,c111,val
new_dataset_raw\Oily\c111_resized_rotated_90_flipped_horizontal.jpg,oily,c111,val
new_dataset_raw\Oily\c111_resized_rotated_90_flipped_vertical.jpg,oily,c111,val
new_dataset_raw\Oily\c15_resized_flipped_vertical.jpg,oily,c15,val
new_dataset_raw\Oily\c15_resized_resized.jpg,oily,c15,val
new_dataset_raw\Oily\c15_resized_rotated_180.jpg,oily,c15,val
new_dataset_raw\Oily\c15_resized_rotated_180_flipped_horizontal.jpg,oily,c15,val
new_dataset_raw\Oily\c15_resized_rotated_180_flipped_vertical.jpg,oily,c15,val
new_dataset_raw\Oily\c15_resized_rotated_90.jpg,oily,c15,val
new_dataset_raw\Oily\c15_resized_rotated_90_flipped_horizontal.jpg,oily,c15,val
new_dataset_raw\Oily\c15_resized_rotated_90_flipped_vertical.jpg,oily,c15,val
new_dataset_raw\Oily\c17_resized_flipped_horizontal.jpg,oily,c17,val
new_dataset_raw\Oily\c17_resized_flipped_vertical.jpg,oily,c17,val
new_dataset_raw\Oily\c17_resized_resized.jpg,oily,c17,val
new_dataset_raw\Oily\c17_resized_rotated_180_flipped_horizontal.jpg,oily,c17,val
new_dataset_raw\Oily\c17_resized_rotated_180_flipped_vertical.jpg,oily,c17,val
new_dataset_raw\Oily\c17_resized_rotated_90.jpg,oily,c17,val
new_dataset_raw\Oily\c17_resized_rotated_90_flipped_horizontal.jpg,oily,c17,val
new_dataset_raw\Oily\c17_resized_rotated_90_flipped_vertical.jpg,oily,c17,val
new_dataset_raw\Oily\c7_resized_flipped_horizontal.jpg,oily,c7,val
new_dataset_raw\Oily\c7_resized_flipped_vertical.jpg,oily,c7,val
new_dataset_raw\Oily\c7_resized_resized.jpg,oily,c7,val
new_dataset_raw\Oily\c7_resized_rotated_180.jpg,oily,c7,val
new_dataset_raw\Oily\c7_resized_rotated_180_flipped_horizontal.jpg,oily,c7,val
new_dataset_raw\Oily\c7_resized_rotated_180_flipped_vertical.jpg,oily,c7,val
new_dataset_raw\Oily\c7_resized_rotated_90_flipped_horizontal.jpg,oily,c7,val
new_dataset_raw\Oily\c7_resized_rotated_90_flipped_vertical.jpg,oily,c7,val
new_dataset_raw\Oily\c9_resized_flipped_horizontal.jpg,oily,c9,val
new_dataset_raw\Oily\c9_resized_flipped_vertical.jpg,oily,c9,val
new_dataset_raw\Oily\c9_resized_resized.jpg,oily,c9,val
new_dataset_raw\Oily\c9_resized_rotated_180_flipped_horizontal.jpg,oily,c9,val
new_dataset_raw\Oily\c9_resized_rotated_180_flipped_vertical.jpg,oily,c9,val
new_dataset_raw\Oily\c9_resized_rotated_90.jpg,oily,c9,val
new_dataset_raw\Oily\c9_resized_rotated_90_flipped_horizontal.jpg,oily,c9,val
new_dataset_raw\Oily\c9_resized_rotated_90_flipped_vertical.jpg,oily,c9,val
new_dataset_raw\Oily\download_resized_flipped_horizontal.jpg,oily,download,val
new_dataset_raw\Oily\download_resized_flipped_vertical.jpg,oily,download,val
new_dataset_raw\Oily\download_resized_resized.jpg,oily,download,val
new_dataset_raw\Oily\download_resized_rotated_180.jpg,oily,download,val
new_dataset_raw\Oily\download_resized_rotated_180_flipped_horizontal.jpg,oily,download,val
new_dataset_raw\Oily\download_resized_rotated_180_flipped_vertical.jpg,oily,download,val
new_dataset_raw\Oily\download_resized_rotated_90_flipped_horizontal.jpg,oily,download,val
new_dataset_raw\Oily\download_resized_rotated_90_flipped_vertical.jpg,oily,download,val
new_dataset_raw\Oily\images (1)_resized_flipped_horizontal.jpg,oily,images (1),val
new_dataset_raw\Oily\images (1)_resized_flipped_vertical.jpg,oily,images (1),val
new_dataset_raw\Oily\images (1)_resized_resized.jpg,oily,images (1),val
new_dataset_raw\Oily\images (1)_resized_rotated_180.jpg,oily,images (1),val
new_dataset_raw\Oily\images (1)_resized_rotated_180_flipped_horizontal.jpg,oily,images (1),val
new_dataset_raw\Oily\images (1)_resized_rotated_180_flipped_vertical.jpg,oily,images (1),val
new_dataset_raw\Oily\images (1)_resized_rotated_90.jpg,oily,images (1),val
new_dataset_raw\Oily\istockphoto-1297524986-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-1297524986-612x612,val
new_dataset_raw\Oily\istockphoto-1297524986-612x612_resized_flipped_vertical.jpg,oily,istockphoto-1297524986-612x612,val
new_dataset_raw\Oily\istockphoto-1297524986-612x612_resized_resized.jpg,oily,istockphoto-1297524986-612x612,val
new_dataset_raw\Oily\istockphoto-1297524986-612x612_resized_rotated_90.jpg,oily,istockphoto-1297524986-612x612,val
new_dataset_raw\Oily\istockphoto-1297524986-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-1297524986-612x612,val
new_dataset_raw\Oily\istockphoto-1297524986-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-1297524986-612x612,val
new_dataset_raw\Oily\istockphoto-1528534238-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-1528534238-612x612,val
new_dataset_raw\Oily\istockphoto-1528534238-612x612_resized_flipped_vertical.jpg,oily,istockphoto-1528534238-612x612,val
new_dataset_raw\Oily\istockphoto-1528534238-612x612_resized_resized.jpg,oily,istockphoto-1528534238-612x612,val
new_dataset_raw\Oily\istockphoto-1528534238-612x612_resized_rotated_180.jpg,oily,istockphoto-1528534238-612x612,val
new_dataset_raw\Oily\istockphoto-1528534238-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-1528534238-612x612,val
new_dataset_raw\Oily\istockphoto-1528534238-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1528534238-612x612,val
new_dataset_raw\Oily\istockphoto-1528534238-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-1528534238-612x612,val
new_dataset_raw\Oily\istockphoto-1528534238-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-1528534238-612x612,val
new_dataset_raw\Oily\istockphoto-817319014-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-817319014-612x612,val
new_dataset_raw\Oily\istockphoto-817319014-612x612_resized_flipped_vertical.jpg,oily,istockphoto-817319014-612x612,val
new_dataset_raw\Oily\istockphoto-817319014-612x612_resized_resized.jpg,oily,istockphoto-817319014-612x612,val
new_dataset_raw\Oily\istockphoto-817319014-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-817319014-612x612,val
new_dataset_raw\Oily\istockphoto-817319014-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-817319014-612x612,val
new_dataset_raw\Oily\istockphoto-817319014-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-817319014-612x612,val
new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_flipped_vertical.jpg,oily,istockphoto-846675168-612x612,val
new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_resized.jpg,oily,istockphoto-846675168-612x612,val
new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_rotated_180.jpg,oily,istockphoto-846675168-612x612,val
new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-846675168-612x612,val
new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-846675168-612x612,val
new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_rotated_90.jpg,oily,istockphoto-846675168-612x612,val
new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-846675168-612x612,val
new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-846675168-612x612,val
new_dataset_raw\Oily\oily(71)_resized_flipped_horizontal.jpg,oily,oily(71),val
new_dataset_raw\Oily\oily(71)_resized_flipped_vertical.jpg,oily,oily(71),val
new_dataset_raw\Oily\oily(71)_resized_resized.jpg,oily,oily(71),val
new_dataset_raw\Oily\oily(71)_resized_rotated_90.jpg,oily,oily(71),val
new_dataset_raw\Oily\oily(71)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(71),val
new_dataset_raw\Oily\oily(71)_resized_rotated_90_flipped_vertical.jpg,oily,oily(71),val
new_dataset_raw\Oily\oily(80)_resized_flipped_horizontal.jpg,oily,oily(80),val
new_dataset_raw\Oily\oily(80)_resized_flipped_vertical.jpg,oily,oily(80),val
new_dataset_raw\Oily\oily(80)_resized_resized.jpg,oily,oily(80),val
new_dataset_raw\Oily\oily(80)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(80),val
new_dataset_raw\Oily\oily(80)_resized_rotated_180_flipped_vertical.jpg,oily,oily(80),val
new_dataset_raw\Oily\oily(80)_resized_rotated_90.jpg,oily,oily(80),val
new_dataset_raw\Oily\oily(80)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(80),val
new_dataset_raw\Oily\oily(80)_resized_rotated_90_flipped_vertical.jpg,oily,oily(80),val
new_dataset_raw\Oily\oily(85)_resized_flipped_horizontal.jpg,oily,oily(85),val
new_dataset_raw\Oily\oily(85)_resized_flipped_vertical.jpg,oily,oily(85),val
new_dataset_raw\Oily\oily(85)_resized_resized.jpg,oily,oily(85),val
new_dataset_raw\Oily\oily(85)_resized_rotated_180.jpg,oily,oily(85),val
new_dataset_raw\Oily\oily(85)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(85),val
new_dataset_raw\Oily\oily(85)_resized_rotated_180_flipped_vertical.jpg,oily,oily(85),val
new_dataset_raw\Oily\oily(85)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(85),val
new_dataset_raw\Oily\oily(85)_resized_rotated_90_flipped_vertical.jpg,oily,oily(85),val
new_dataset_raw\Oily\oily(88)_resized_flipped_horizontal.jpg,oily,oily(88),val
new_dataset_raw\Oily\oily(88)_resized_flipped_vertical.jpg,oily,oily(88),val
new_dataset_raw\Oily\oily(88)_resized_resized.jpg,oily,oily(88),val
new_dataset_raw\Oily\oily(88)_resized_rotated_180.jpg,oily,oily(88),val
new_dataset_raw\Oily\oily(88)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(88),val
new_dataset_raw\Oily\oily(88)_resized_rotated_180_flipped_vertical.jpg,oily,oily(88),val
new_dataset_raw\Oily\oily(88)_resized_rotated_90.jpg,oily,oily(88),val
new_dataset_raw\Oily\oily(89)_resized_flipped_vertical.jpg,oily,oily(89),val
new_dataset_raw\Oily\oily(89)_resized_resized.jpg,oily,oily(89),val
new_dataset_raw\Oily\oily(89)_resized_rotated_180.jpg,oily,oily(89),val
new_dataset_raw\Oily\oily(89)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(89),val
new_dataset_raw\Oily\oily(89)_resized_rotated_90.jpg,oily,oily(89),val
new_dataset_raw\Oily\oily(89)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(89),val
new_dataset_raw\Oily\oily(89)_resized_rotated_90_flipped_vertical.jpg,oily,oily(89),val
new_dataset_raw\Sensitive\image_301_resized_flipped_horizontal.jpg,sensitive,image_301,val
new_dataset_raw\Sensitive\image_301_resized_flipped_vertical.jpg,sensitive,image_301,val
new_dataset_raw\Sensitive\image_301_resized_resized.jpg,sensitive,image_301,val
new_dataset_raw\Sensitive\image_301_resized_rotated_180.jpg,sensitive,image_301,val
new_dataset_raw\Sensitive\image_301_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_301,val
new_dataset_raw\Sensitive\image_301_resized_rotated_180_flipped_vertical.jpg,sensitive,image_301,val
new_dataset_raw\Sensitive\image_301_resized_rotated_90.jpg,sensitive,image_301,val
new_dataset_raw\Sensitive\image_301_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_301,val
new_dataset_raw\Sensitive\image_301_resized_rotated_90_flipped_vertical.jpg,sensitive,image_301,val
new_dataset_raw\Sensitive\image_310 - Copy_resized_flipped_horizontal.jpg,sensitive,image_310,val
new_dataset_raw\Sensitive\image_310 - Copy_resized_flipped_vertical.jpg,sensitive,image_310,val
new_dataset_raw\Sensitive\image_310 - Copy_resized_resized.jpg,sensitive,image_310,val
new_dataset_raw\Sensitive\image_310 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_310,val
new_dataset_raw\Sensitive\image_310 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_310,val
new_dataset_raw\Sensitive\image_310 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_310,val
new_dataset_raw\Sensitive\image_384 - Copy_resized_flipped_vertical.jpg,sensitive,image_384,val
new_dataset_raw\Sensitive\image_384 - Copy_resized_resized.jpg,sensitive,image_384,val
new_dataset_raw\Sensitive\image_384 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_384,val
new_dataset_raw\Sensitive\image_384 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_384,val
new_dataset_raw\Sensitive\image_384 - Copy_resized_rotated_90.jpg,sensitive,image_384,val
new_dataset_raw\Sensitive\image_384 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_384,val
new_dataset_raw\Sensitive\image_384 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_384,val
new_dataset_raw\Sensitive\image_507 - Copy_resized_flipped_horizontal.jpg,sensitive,image_507,val
new_dataset_raw\Sensitive\image_507 - Copy_resized_flipped_vertical.jpg,sensitive,image_507,val
new_dataset_raw\Sensitive\image_507 - Copy_resized_resized.jpg,sensitive,image_507,val
new_dataset_raw\Sensitive\image_507 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_507,val
new_dataset_raw\Sensitive\image_507 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_507,val
new_dataset_raw\Sensitive\image_507 - Copy_resized_rotated_90.jpg,sensitive,image_507,val
new_dataset_raw\Sensitive\image_507 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_507,val
new_dataset_raw\Sensitive\image_507 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_507,val
new_dataset_raw\Sensitive\image_557 - Copy_resized_flipped_horizontal.jpg,sensitive,image_557,val
new_dataset_raw\Sensitive\image_557 - Copy_resized_flipped_vertical.jpg,sensitive,image_557,val
new_dataset_raw\Sensitive\image_557 - Copy_resized_resized.jpg,sensitive,image_557,val
new_dataset_raw\Sensitive\image_557 - Copy_resized_rotated_180.jpg,sensitive,image_557,val
new_dataset_raw\Sensitive\image_557 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_557,val
new_dataset_raw\Sensitive\image_557 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_557,val
new_dataset_raw\Sensitive\image_557 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_557,val
new_dataset_raw\Sensitive\Screenshot 2023-05-26 204612_resized_flipped_horizontal.jpg,sensitive,Screenshot 2023-05-26 204612,val
new_dataset_raw\Sensitive\Screenshot 2023-05-26 204612_resized_flipped_vertical.jpg,sensitive,Screenshot 2023-05-26 204612,val
new_dataset_raw\Sensitive\Screenshot 2023-05-26 204612_resized_resized.jpg,sensitive,Screenshot 2023-05-26 204612,val
new_dataset_raw\Sensitive\Screenshot 2023-05-26 204612_resized_rotated_180.jpg,sensitive,Screenshot 2023-05-26 204612,val
new_dataset_raw\Sensitive\Screenshot 2023-05-26 204612_resized_rotated_180_flipped_horizontal.jpg,sensitive,Screenshot 2023-05-26 204612,val
new_dataset_raw\Sensitive\Screenshot 2023-05-26 204612_resized_rotated_180_flipped_vertical.jpg,sensitive,Screenshot 2023-05-26 204612,val
new_dataset_raw\Sensitive\Screenshot 2023-05-26 204612_resized_rotated_90_flipped_horizontal.jpg,sensitive,Screenshot 2023-05-26 204612,val
new_dataset_raw\Sensitive\Screenshot 2023-05-26 204612_resized_rotated_90_flipped_vertical.jpg,sensitive,Screenshot 2023-05-26 204612,val
new_dataset_raw\Combination\image_295_resized_flipped_horizontal.jpg,combination,image_295,val
new_dataset_raw\Combination\image_295_resized_flipped_vertical.jpg,combination,image_295,val
new_dataset_raw\Combination\image_295_resized_resized.jpg,combination,image_295,val
new_dataset_raw\Combination\image_295_resized_rotated_180_flipped_horizontal.jpg,combination,image_295,val
new_dataset_raw\Combination\image_295_resized_rotated_180_flipped_vertical.jpg,combination,image_295,val
new_dataset_raw\Combination\image_295_resized_rotated_90.jpg,combination,image_295,val
new_dataset_raw\Combination\image_295_resized_rotated_90_flipped_horizontal.jpg,combination,image_295,val
new_dataset_raw\Combination\image_295_resized_rotated_90_flipped_vertical.jpg,combination,image_295,val
new_dataset_raw\Combination\image_575 - Copy_resized_flipped_vertical.jpg,combination,image_575,val
new_dataset_raw\Combination\image_575 - Copy_resized_resized.jpg,combination,image_575,val
new_dataset_raw\Combination\image_575 - Copy_resized_rotated_180.jpg,combination,image_575,val
new_dataset_raw\Combination\image_575 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,image_575,val
new_dataset_raw\Combination\image_575 - Copy_resized_rotated_180_flipped_vertical.jpg,combination,image_575,val
new_dataset_raw\Combination\image_575 - Copy_resized_rotated_90.jpg,combination,image_575,val
new_dataset_raw\Combination\image_575 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,image_575,val
new_dataset_raw\Combination\image_575 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,image_575,val
new_dataset_raw\Combination\image_680_resized_flipped_vertical.jpg,combination,image_680,val
new_dataset_raw\Combination\image_680_resized_resized.jpg,combination,image_680,val
new_dataset_raw\Combination\image_680_resized_rotated_180.jpg,combination,image_680,val
new_dataset_raw\Combination\image_680_resized_rotated_180_flipped_horizontal.jpg,combination,image_680,val
new_dataset_raw\Combination\image_680_resized_rotated_180_flipped_vertical.jpg,combination,image_680,val
new_dataset_raw\Combination\image_680_resized_rotated_90.jpg,combination,image_680,val
new_dataset_raw\Combination\image_680_resized_rotated_90_flipped_horizontal.jpg,combination,image_680,val
new_dataset_raw\Combination\image_680_resized_rotated_90_flipped_vertical.jpg,combination,image_680,val
new_dataset_raw\Combination\image_736_resized_flipped_horizontal.jpg,combination,image_736,val
new_dataset_raw\Combination\image_736_resized_flipped_vertical.jpg,combination,image_736,val
new_dataset_raw\Combination\image_736_resized_rotated_180.jpg,combination,image_736,val
new_dataset_raw\Combination\image_736_resized_rotated_180_flipped_horizontal.jpg,combination,image_736,val
new_dataset_raw\Combination\image_736_resized_rotated_180_flipped_vertical.jpg,combination,image_736,val
new_dataset_raw\Combination\image_736_resized_rotated_90_flipped_horizontal.jpg,combination,image_736,val
new_dataset_raw\Combination\image_736_resized_rotated_90_flipped_vertical.jpg,combination,image_736,val
new_dataset_raw\Combination\oily(15)_resized_resized.jpg,combination,oily(15),val
new_dataset_raw\Combination\oily(15)_resized_rotated_180.jpg,combination,oily(15),val
new_dataset_raw\Combination\oily(15)_resized_rotated_180_flipped_horizontal.jpg,combination,oily(15),val
new_dataset_raw\Combination\oily(15)_resized_rotated_180_flipped_vertical.jpg,combination,oily(15),val
new_dataset_raw\Combination\oily(15)_resized_rotated_90_flipped_horizontal.jpg,combination,oily(15),val
new_dataset_raw\Combination\oily(15)_resized_rotated_90_flipped_vertical.jpg,combination,oily(15),val
new_dataset_raw\Dry\dry(40)_resized_flipped_horizontal.jpg,dry,dry(40),test
new_dataset_raw\Dry\dry(40)_resized_flipped_vertical.jpg,dry,dry(40),test
new_dataset_raw\Dry\dry(40)_resized_resized.jpg,dry,dry(40),test
new_dataset_raw\Dry\dry(40)_resized_rotated_180_flipped_horizontal.jpg,dry,dry(40),test
new_dataset_raw\Dry\dry(40)_resized_rotated_180_flipped_vertical.jpg,dry,dry(40),test
new_dataset_raw\Dry\dry(40)_resized_rotated_90.jpg,dry,dry(40),test
new_dataset_raw\Dry\dry(40)_resized_rotated_90_flipped_horizontal.jpg,dry,dry(40),test
new_dataset_raw\Dry\dry(40)_resized_rotated_90_flipped_vertical.jpg,dry,dry(40),test
new_dataset_raw\Dry\images (16)_resized_flipped_horizontal.jpg,dry,images (16),test
new_dataset_raw\Dry\images (16)_resized_flipped_vertical.jpg,dry,images (16),test
new_dataset_raw\Dry\images (16)_resized_resized.jpg,dry,images (16),test
new_dataset_raw\Dry\images (16)_resized_rotated_180_flipped_horizontal.jpg,dry,images (16),test
new_dataset_raw\Dry\images (16)_resized_rotated_180_flipped_vertical.jpg,dry,images (16),test
new_dataset_raw\Dry\images (16)_resized_rotated_90_flipped_vertical.jpg,dry,images (16),test
new_dataset_raw\Dry\images (18)_resized_flipped_vertical.jpg,dry,images (18),test
new_dataset_raw\Dry\images (18)_resized_resized.jpg,dry,images (18),test
new_dataset_raw\Dry\images (18)_resized_rotated_180.jpg,dry,images (18),test
new_dataset_raw\Dry\images (18)_resized_rotated_180_flipped_horizontal.jpg,dry,images (18),test
new_dataset_raw\Dry\images (18)_resized_rotated_180_flipped_vertical.jpg,dry,images (18),test
new_dataset_raw\Dry\images (18)_resized_rotated_90.jpg,dry,images (18),test
new_dataset_raw\Dry\images (18)_resized_rotated_90_flipped_horizontal.jpg,dry,images (18),test
new_dataset_raw\Dry\images (18)_resized_rotated_90_flipped_vertical.jpg,dry,images (18),test
new_dataset_raw\Dry\images (22)_resized_flipped_vertical.jpg,dry,images (22),test
new_dataset_raw\Dry\images (22)_resized_rotated_180.jpg,dry,images (22),test
new_dataset_raw\Dry\images (22)_resized_rotated_180_flipped_horizontal.jpg,dry,images (22),test
new_dataset_raw\Dry\images (22)_resized_rotated_180_flipped_vertical.jpg,dry,images (22),test
